LOT_ID,WAFER_ID,GFA_ID,GFA_Class,GFA_CentX,GFA_CentY,GFA_AREA,GFA_LEN,GFA_DIST,GFA_NUM,GFA_IsLin,GFA_RadDist
L9261740,327,3,2,61.622369919847365,-118.94763585877867,41.791994378775485,11.257970000933783,133.96214596269766,524.0,,
L9261740,328,0,0,,,,,,,,
L9261740,328,10,2,39.28955092592593,92.29286374074074,0.03183141796150106,4.654002826024602,100.30773404592422,27.0,,
L9261740,328,12,2,48.897187652173905,12.076625869565216,0.09914753896899242,4.222583980000987,50.366455629569174,23.0,,
L9261740,328,14,2,66.4215885,-59.333778,0.02104556563500934,6.835516041603444,89.06359879668358,8.0,,
L9261740,328,15,2,87.67960833333335,71.43744725,0.06064246238295068,7.524066416711706,113.09740309610682,12.0,,
L9261740,328,7,2,31.569092249999997,-107.5551175,0.10331109985253428,6.314816733698638,112.09242117970248,8.0,,
L9261740,328,8,2,32.62811022222222,19.400285777777782,0.05314484688347931,8.924297577246625,37.960040370538714,9.0,,
L9261740,328,9,2,41.401439181818176,71.52981936363636,0.051426788115988886,7.365882089617507,82.64740906114503,11.0,,
L9212100,3,0,0,,,,,,,,
L9212100,4,0,0,,,,,,,,
L9212100,4,1,2,59.13586079766538,-130.88209787159516,28.00761915305995,10.44519094467622,143.62163338282528,257.0,,
L9212100,4,2,2,99.08590296517966,-101.5990203161043,47.9858740982225,8.625076162593398,141.9167963830116,3676.0,,
L9212100,4,3,2,143.4254950909091,-30.51301981818182,0.21647651750698357,1.976119342596747,146.6353198260813,11.0,,
L9226390,341,0,0,,,,,,,,
L9226390,342,0,0,,,,,,,,
L9226390,342,1,2,-110.16244968253967,-39.39542972222222,0.7250333007869999,1.0841221916264945,116.9947229709812,126.0,,
L9226390,342,2,2,-103.26323233333333,84.89543966666666,2.7764499251934818,3.1429439777193084,133.68070477119957,6.0,,
H9195980,163,0,0,,,,,,,,
H9195980,164,0,0,,,,,,,,
H9195980,164,1,1,-95.46102105714286,-60.85134712857143,82.21778469454954,21.02956199989837,113.20641761240469,140.0,1.0,15.048902325674161
H9195990,107,0,0,,,,,,,,
H9195990,107,1,2,-52.09675908333333,-22.404072083333336,43.5959850068645,9.71546021234578,56.70991758856708,12.0,,
H9195990,108,0,0,,,,,,,,
H9195990,108,1,1,119.37633642857143,0.5386828571428571,3.8830938750100024,8.804715926147605,119.37755181912573,7.0,0.0,
H9195990,108,2,1,120.82487966666667,30.927353999999998,2.9507322199069854,10.531342928845978,124.72029815513511,6.0,1.0,21.852321548404614
L9212180,326,0,0,,,,,,,,
L9212180,326,1,2,-116.74966116666667,-86.6932255,0.6748520239050118,3.436713311506349,145.41732610017738,6.0,,
L9212180,326,2,2,94.18201918644067,104.31105102542365,33.643842550531545,9.493265801394424,140.5384221629929,118.0,,
L9212180,326,3,2,116.84163870000002,88.11097714999998,5.164417947467014,5.066819426006021,146.3404005339235,20.0,,
L9212180,327,0,0,,,,,,,,
L9212180,327,1,2,12.769015812500001,-27.151415406250006,461.45250954354606,35.291330063166235,30.004118440351238,32.0,,
L9212180,327,2,2,94.4554923478261,109.81160478260871,13.359443650739006,5.290186318808534,144.8462239052233,23.0,,
L9212180,327,3,2,115.92233917647056,86.42021452941175,11.507469471002075,4.493617074495439,144.59060204402715,17.0,,
L9212180,328,0,0,,,,,,,,
L9212180,328,1,2,-116.53877918181819,87.44223563636363,1.5677331294585088,3.327972533379593,145.69636792409727,11.0,,
L9212180,328,2,2,-94.87019883333333,109.76536916666669,0.8219154995650017,1.8321094539802945,145.08201437452826,6.0,,
L9212180,328,4,2,93.2547635483871,109.36409738709678,40.10558354607596,11.323476430500493,143.72528212447514,31.0,,
L9212180,328,5,2,116.23333514814819,87.72663385185187,10.584973949590514,4.584483087941985,145.623317111782,27.0,,
L9225990,840,0,0,,,,,,,,
L9225990,840,1,2,-118.87656163636362,-44.470288363636364,0.4251324312525129,7.842396751735846,126.92219448791897,11.0,,
L9225990,841,0,0,,,,,,,,
L9263700,280,0,0,,,,,,,,
L9263700,281,0,0,,,,,,,,
L9263700,281,1,2,-101.510410125,104.83435218749999,0.8239811094969982,1.3601633403459281,145.92671024291093,16.0,,
L9263700,281,2,2,-16.58608883333333,-39.41155283333334,1.441421866419006,2.139929692831058,42.75942983158042,6.0,,
L9250750,311,0,0,,,,,,,,
L9250750,311,2,2,120.17653519999998,-1.4794379333333334,54.28324768045256,14.935850865960912,120.18564119426004,15.0,,
L9250750,311,3,1,120.20399922222224,-31.06632833333333,8.23133872155797,10.1137080001001,124.15360721755317,9.0,0.0,
L9250750,312,0,0,,,,,,,,
L9250750,312,1,2,106.70979938150286,92.4541550867052,0.5700396791409894,1.905303790379386,141.1904815376629,346.0,,
L9170660,251,0,0,,,,,,,,
L9170660,252,0,0,,,,,,,,
L9170680,301,0,0,,,,,,,,
L9170680,301,1,1,-115.9273604,-1.4156323,19.572306866021506,9.247703012509108,115.93600348519993,10.0,0.0,
L9170680,301,2,2,-111.27285133333332,61.57698716666667,10.171821390861501,4.994310715056192,127.17457604558362,6.0,,
L9170680,301,3,2,127.01454214285715,-0.7829198571428572,0.7800682337054935,1.7026306995118,127.0169550857772,7.0,,
L9170680,302,0,0,,,,,,,,
L9170680,302,1,3,-32.12281671034483,75.49234202758619,3323.125633051043,125.9277153575712,82.04248325237641,145.0,,
L9170680,302,2,3,-34.34197630826701,12.954029582835306,4585.54536855121,161.69756575092546,36.70392648192485,6024.0,,
L9170680,302,3,3,-20.771472753623193,-43.74972550724639,1807.8106918726144,78.45576440460881,48.430285589844665,69.0,,
L9170680,302,4,2,-32.3716115,99.8051555,35.763851517531506,12.007035770272779,104.92373561537977,8.0,,
L9170680,302,5,2,35.95156594736843,-124.38409710526314,0.9732246943350074,2.854288904082408,129.47555254471598,19.0,,
L9170680,302,6,2,124.15227157142856,-33.59986285714286,18.047123686917548,10.70054764154901,128.6185729992545,7.0,,
L9170680,303,0,0,,,,,,,,
L9170680,303,1,1,73.60707283333333,-13.265390166666668,21.72768510466039,8.347011727469956,74.7928589329592,6.0,1.0,57.91328133162778
L9170680,304,0,0,,,,,,,,
H9226210,476,0,0,,,,,,,,
H9226210,476,1,2,23.091755052380964,88.56909667142861,12.526691214716001,5.377338416356643,91.52985325341687,630.0,,
H9226210,476,3,2,59.96911943119265,126.35876993577979,19.556516735783013,9.23881762915304,139.86720139130537,109.0,,
H9226210,477,0,0,,,,,,,,
L9220900,35,0,0,,,,,,,,
L9220900,36,0,0,,,,,,,,
L9220900,36,1,2,-18.64604251716087,5.265885856409073,110.98025970045201,14.640136126280556,19.37535691037716,4283.0,,
L9220900,36,2,2,81.01191065482227,-62.9204924051685,1.1303755342244974,1.322140048679035,102.5764009529179,2167.0,,
L9220840,83,0,0,,,,,,,,
L9220840,83,1,2,0.06778244444444434,-3.7181525555555552,6.863015197319498,5.143291384675769,3.7187703459825494,9.0,,
L9220840,84,0,0,,,,,,,,
L9226950,366,0,0,,,,,,,,
L9226950,366,1,2,-117.35323207491076,-41.950488414982196,1.6045517510189973,1.835806859345773,124.62593853882674,841.0,,
L9226950,368,0,0,,,,,,,,
L9226950,368,1,2,36.36246633333333,25.371436333333335,2.6829798185160048,3.3059266535916967,44.338907738680106,6.0,,
L9226950,376,0,0,,,,,,,,
L9226950,376,1,1,116.18948635714284,-48.66017680952381,46.24159379940453,12.87656369110022,125.96749400964838,42.0,0.0,
L9226950,378,0,0,,,,,,,,
L9176060,662,0,0,,,,,,,,
L9176060,663,0,0,,,,,,,,
L9246490,839,0,0,,,,,,,,
L9246490,839,1,2,115.3816409342105,-26.995911881578945,0.17264106146299701,2.006636762255685,118.49768910400343,76.0,,
L9246490,840,0,0,,,,,,,,
L9216080,2,0,0,,,,,,,,
L9216080,2,1,1,-4.0651234361702135,1.123855734042553,10.745391324442501,9.14656749822167,4.21761547112117,94.0,1.0,1.7782429250157725
L9216080,3,0,0,,,,,,,,
L9236660,877,0,0,,,,,,,,
L9236660,877,1,2,-1.9943442499999997,-118.60182224999998,17.41950533873497,9.404677485165983,118.6185889732638,8.0,,
L9236660,877,2,2,22.729277,-2.6822433333333335,0.00944119967699611,2.6397542531368337,22.886993298420396,6.0,,
L9236660,878,0,0,,,,,,,,
H9224830,55,0,0,,,,,,,,
H9224830,56,0,0,,,,,,,,
L9230510,51,0,0,,,,,,,,
L9230510,51,1,2,-8.197405285714286,-15.758208999999999,2.2383690430730057,5.07275220699336,17.762843362084165,7.0,,
L9230510,62,0,0,,,,,,,,
L9230510,62,2,2,116.65011466666665,29.673238333333334,19.60397623454096,7.247207982362653,120.36507103364032,6.0,,
L9236230,776,0,0,,,,,,,,
L9236230,776,1,2,-18.814648555555557,11.239095055555559,15.484620682094974,10.697692204876944,21.91593616382568,18.0,,
L9236230,777,0,0,,,,,,,,
L9236230,777,1,1,-0.4727388571428572,-3.495283142857143,0.4219468713069998,6.109766574534006,3.5271073524623606,7.0,0.0,
L9236230,778,0,0,,,,,,,,
L9236230,779,0,0,,,,,,,,
L9230150,514,0,0,,,,,,,,
L9230150,514,2,2,-4.21507415625,-113.20320046875003,0.07403030699599869,1.940853820890704,113.28164655631862,32.0,,
L9230150,515,0,0,,,,,,,,
L9230150,515,1,1,-73.63924053124995,-18.046882322916662,61.56904833697752,25.892453508352364,75.81838634260484,384.0,1.0,41.473830599848505
L9230150,515,2,2,-16.457999458128075,49.43667903940887,234.85759654324755,22.58532017663741,52.104231887719756,203.0,,
L9230150,515,3,2,-0.58164375,-3.188701499999999,2.3479976444,4.706469313328729,3.241315582910172,12.0,,
L9230150,515,4,2,38.91737994594595,35.345288675675675,40.64152805892409,13.03978749835786,52.57234913358888,37.0,,
L9230150,526,0,0,,,,,,,,
L9230150,533,0,0,,,,,,,,
L9230150,533,1,2,-0.5023397142857143,-3.4235571428571427,0.08076120490800004,1.6737734802212638,3.460215123219482,7.0,,
L9255390,744,0,0,,,,,,,,
L9255390,744,1,1,126.76641585714287,23.78479485714286,14.303049302590512,11.440147681831819,128.97845035377983,7.0,1.0,128.9568847778146
L9255390,745,0,0,,,,,,,,
L9255390,745,1,2,-18.878421270270266,44.32115584684686,360.06205590960855,23.712584787723436,48.174263307893774,111.0,,
L9255390,745,2,1,37.05175362962963,32.87330339506173,14.890434591762014,10.859201663378482,49.53268136427251,162.0,1.0,37.124059698213756
L9255850,767,0,0,,,,,,,,
L9255850,768,0,0,,,,,,,,
L9255150,791,0,0,,,,,,,,
L9255150,792,0,0,,,,,,,,
L9223790,180,0,0,,,,,,,,
L9223790,181,0,0,,,,,,,,
L9223790,182,0,0,,,,,,,,
L9223790,182,2,2,111.87710237500002,-38.55997475,41.3996683743755,12.812556026461888,118.33578363515777,8.0,,
L9223790,182,3,2,116.74777955555552,11.367602333333332,89.68675244497604,15.820385046969022,117.29989946270796,9.0,,
L9223790,183,0,0,,,,,,,,
L9223770,18,0,0,,,,,,,,
L9223770,18,1,2,17.615175666666666,-122.53902566666666,0.009882163162470264,4.453198220580916,123.79865599069933,6.0,,
L9223770,19,0,0,,,,,,,,
L9235420,301,0,0,,,,,,,,
L9235420,302,0,0,,,,,,,,
L9235320,831,0,0,,,,,,,,
L9235320,832,0,0,,,,,,,,
H9216370,1,0,0,,,,,,,,
H9216370,2,0,0,,,,,,,,
H9216370,2,1,1,-117.7537820909091,-48.68015345454546,50.32895612229429,22.835727521313185,127.41942762809524,11.0,1.0,8.035678460991406
L9241060,432,0,0,,,,,,,,
L9241060,432,1,1,-11.435614347826087,-44.15644271739131,129.103212537555,23.182033205782986,45.61320761540966,46.0,1.0,32.12911103901411
L9241060,433,0,0,,,,,,,,
L9241020,451,0,0,,,,,,,,
L9241020,452,0,0,,,,,,,,
L9253640,278,0,0,,,,,,,,
L9253640,278,1,1,1.8056822857142856,4.069770857142857,4.278985422328001,7.062427869367941,4.452361547155809,7.0,1.0,0.5465301814060457
L9253640,279,0,0,,,,,,,,
L9253640,279,1,1,50.041019125,118.6613585,0.4270495712179802,6.185927756749197,128.78129365763547,8.0,1.0,59.09350427473724
L9255790,153,0,0,,,,,,,,
L9255790,153,1,2,-0.8550928571428571,-5.255098428571428,7.0818134000869986,5.2626556192221035,5.324212926650345,7.0,,
L9255790,155,0,0,,,,,,,,
L9211320,5,0,0,,,,,,,,
L9211320,5,1,2,-0.5025094285714286,-2.9830892857142857,0.11591721442699997,2.3519233661225023,3.0251177518150514,7.0,,
L9211320,6,0,0,,,,,,,,
L9211210,276,0,0,,,,,,,,
L9211210,276,1,2,-141.73312827272727,23.527213000000003,4.304915177491059,5.235552353865632,143.67257706855798,11.0,,
L9211210,276,3,2,3.6887061666666665,-84.64526633333332,0.008953058038512186,3.356307251492332,84.72560218626326,6.0,,
L9211210,276,5,2,60.04755993749999,130.12705050000005,0.4996340028929896,1.1015912851947323,143.31349806029164,80.0,,
L9211210,276,7,2,87.56277237500001,-103.077111125,1.6428899300790498,6.019962091262431,135.24840089210542,8.0,,
L9211210,277,0,0,,,,,,,,
L9211210,277,1,1,-38.99817771428571,110.51743257142856,0.10422987917501825,4.790671619118656,117.19624894686378,7.0,1.0,24.527106187699747
L9211210,277,2,2,-27.048300449999992,140.3209582,0.48604846444201266,1.6338764731842514,142.9041002469825,40.0,,
L9211350,401,0,0,,,,,,,,
L9211350,402,0,0,,,,,,,,
L9211350,402,1,1,-54.30376292592592,12.567192777777777,79.03900516286396,19.74492686172618,55.73897202343255,27.0,1.0,51.1961904533661
L9255400,226,0,0,,,,,,,,
L9255400,226,1,2,-129.06906947524755,67.78786550495049,1.8079985583089897,1.8634739433756486,145.78758316442293,101.0,,
L9255400,226,2,2,35.08454067741936,-37.9652500967742,103.19191561454447,15.455189101829204,51.69415063095734,31.0,,
L9255400,227,0,0,,,,,,,,
L9255400,228,0,0,,,,,,,,
L9255400,228,1,1,40.213032875,-98.082172875,1.4965921758469767,9.090517589659063,106.00566328686037,8.0,1.0,13.324471503478616
L9255400,229,0,0,,,,,,,,
L9241540,701,0,0,,,,,,,,
L9241540,702,0,0,,,,,,,,
L9241540,702,1,2,-45.486019717948714,-139.4473045384616,17.306610504232978,9.694233871120149,146.67831718704736,78.0,,
L9241540,702,2,1,-29.426411045454543,140.04916795454548,45.56544231538096,10.89606545098353,143.10724339381474,22.0,0.0,
L9241540,702,4,2,60.53464533333334,131.14749575,2.5766691526389986,2.5293046262990893,144.44413773888064,12.0,,
L9241540,703,0,0,,,,,,,,
L9241540,703,1,2,59.44447342857141,-23.788024928571428,27.92585694640539,14.244063229968123,64.02745935301876,14.0,,
L9241540,704,0,0,,,,,,,,
L9241540,704,1,2,46.3664554271357,-139.81466141206033,1.4739364944035016,3.8483159474616944,147.30236839455648,199.0,,
L9241540,704,2,1,52.65538705681817,-110.24980478409094,85.48332138954788,26.88167285853178,122.17859567466593,88.0,1.0,77.51879777667511
L9240630,1,0,0,,,,,,,,
L9240630,1,1,2,119.955190875,33.310153875000005,4.0354126633904865,4.392839502547405,124.49423347703242,8.0,,
L9240630,1,2,2,142.4118609393939,-18.547477545454548,0.14189912550949796,1.280915356568506,143.61457815807003,33.0,,
L9240630,2,0,0,,,,,,,,
L9252700,16,0,0,,,,,,,,
L9252700,20,0,0,,,,,,,,
L9252620,128,0,0,,,,,,,,
L9252620,128,2,1,19.574966795918368,-113.75802251020409,76.02631779697091,15.308676447827144,115.42992250925843,49.0,1.0,45.86191442726144
L9252620,128,3,2,26.626449260869578,-134.44245515217395,31.80899394252302,10.072620044736805,137.05379070856074,46.0,,
L9252620,129,0,0,,,,,,,,
L9252620,129,2,2,126.57651785714286,13.886177857142858,40.23385332107703,10.762311894894161,127.3359368297882,7.0,,
L9214380,101,0,0,,,,,,,,
L9214380,162,0,0,,,,,,,,
L9214380,162,1,1,28.92298847103664,67.76167970274385,715.988377662728,63.610646735657284,73.67621392439331,656.0,1.0,17.040540234650194
L9256280,404,0,0,,,,,,,,
L9256280,405,0,0,,,,,,,,
L9252250,368,0,0,,,,,,,,
L9252250,368,2,2,81.84189946779657,-61.37340645423735,2.5791659787504986,2.823574431804475,102.29756364788919,295.0,,
L9252250,369,0,0,,,,,,,,
L9252250,369,1,2,124.31140133333334,-0.9712316666666666,1.8634278903339987,2.57656200000001,124.31519533993986,6.0,,
L9241910,430,0,0,,,,,,,,
L9241910,431,0,0,,,,,,,,
L9250790,202,0,0,,,,,,,,
L9250790,203,0,0,,,,,,,,
L9250790,203,1,2,53.28056278260852,45.050495690993856,4.880501244755991,8.30846374963777,69.77367363437118,1932.0,,
L9222220,351,0,0,,,,,,,,
L9222220,352,0,0,,,,,,,,
L9250480,565,0,0,,,,,,,,
L9250480,566,0,0,,,,,,,,
L9250410,615,0,0,,,,,,,,
L9250410,616,0,0,,,,,,,,
H9211260,527,0,0,,,,,,,,
H9211260,528,0,0,,,,,,,,
H9211260,529,0,0,,,,,,,,
H9211260,530,0,0,,,,,,,,
H9211260,530,1,2,-58.708277571428575,-122.90172871428571,35.519612228063984,12.110931394894601,136.20387944681966,7.0,,
H9211290,651,0,0,,,,,,,,
H9211290,651,1,1,120.26558723529412,-0.9445294705882352,8.29965273385901,12.678443150255328,120.26929620219347,17.0,0.0,
H9211290,652,0,0,,,,,,,,
H9211290,652,1,2,-113.11191283333334,-33.38523983333334,27.237679391133472,11.889315497116934,117.93591083103054,6.0,,
L9250500,807,0,0,,,,,,,,
L9250500,807,1,2,43.566708303030296,-103.359445,80.70823734786845,18.937531916050784,112.16609533664509,33.0,,
L9250500,808,0,0,,,,,,,,
L9222240,526,0,0,,,,,,,,
L9222240,526,1,2,16.688911656441725,-43.82655698773009,559.1017328724515,30.838014338875197,46.89655498728313,489.0,,
L9222240,527,0,0,,,,,,,,
L9222240,527,1,2,-0.5043685,-2.9626034999999993,0.13880511915699997,2.668165003568744,3.005229954929322,8.0,,
L9264570,70,0,0,,,,,,,,
L9264570,70,1,2,0.19054415384615375,-3.1455960769230766,78.12687425302349,16.30611167932015,3.1513618887266497,13.0,,
L9264570,70,2,2,114.10928200000001,-61.78625350000001,66.11823035556851,9.974830750985458,129.76312789125342,12.0,,
L9264570,70,3,1,128.31936383333334,-3.1211610000000003,20.99499433826891,16.834671809417163,128.35731681746583,6.0,0.0,
L9264570,71,0,0,,,,,,,,
L9264570,71,1,2,-122.10542425,-21.380830666666665,4.819252824795063,9.657335794313306,123.96319837463521,12.0,,
L9265730,31,0,0,,,,,,,,
L9265730,32,0,0,,,,,,,,
L9264730,78,0,0,,,,,,,,
L9264730,78,1,2,-21.04629613636364,-36.32766595454545,9.237290807423012,5.375379404488298,41.983876604770025,22.0,,
L9264730,78,2,2,82.95756160500002,-55.26623592499998,6.837617383205004,5.207664615136523,99.68106069241605,200.0,,
L9264730,79,0,0,,,,,,,,
L9261150,211,0,0,,,,,,,,
L9261150,211,1,2,-6.224736090909091,-9.837371727272727,1.8114129208935008,9.686947973485665,11.641358249878362,11.0,,
L9261150,212,0,0,,,,,,,,
L9261150,212,1,2,-22.97219816666667,-33.01068933333334,75.13491100066753,13.662326000026681,40.21725374600373,6.0,,
L9263750,451,0,0,,,,,,,,
L9263750,451,2,2,-0.5024098571428571,-4.674563714285715,0.17015832742349982,3.270443000005503,4.701485040226222,7.0,,
L9263750,452,0,0,,,,,,,,
L9263750,452,1,2,13.188863896551723,-119.41711503448275,0.0548778702299863,6.552408817921689,120.14322075773003,29.0,,
L9221760,67,0,0,,,,,,,,
L9221760,68,0,0,,,,,,,,
L9261220,126,0,0,,,,,,,,
L9261220,127,0,0,,,,,,,,
L9261240,151,0,0,,,,,,,,
L9261240,151,1,2,-26.82741663636364,-124.42272768181815,0.12872842306200294,2.151573177795732,127.28207040728445,22.0,,
L9261240,152,0,0,,,,,,,,
L9261240,152,1,2,-94.35047983333334,-51.63182466666667,0.1004218663034604,8.921963548647003,107.55397883476766,6.0,,
L9261240,152,2,1,-1.582911142857143,9.149253571428572,9.904102600521497,11.284990155431107,9.285173590217891,7.0,1.0,1.0865752868492335
L9232350,2,0,0,,,,,,,,
L9232350,2,1,1,-107.17745991044772,-50.43164835820895,153.82174360105859,44.52549599281038,118.44981666926154,67.0,1.0,27.24601211204014
L9232350,6,0,0,,,,,,,,
L9221570,620,0,0,,,,,,,,
L9221570,620,1,2,-141.7745116857143,40.10688188571429,2.491813001816483,4.160971100253999,147.33829827413297,35.0,,
L9221570,620,2,2,-41.151556500000005,-140.57850850000003,0.36212066814598476,2.587960886400135,146.47787428296903,6.0,,
L9221570,620,3,2,-41.82288414285714,140.5452567142857,0.4331274948769877,1.4255310050507488,146.6360215735251,7.0,,
L9221570,620,4,2,138.12523581818184,48.31615381818181,0.9821872040905236,1.8397747707874572,146.3319223191254,11.0,,
L9221570,622,0,0,,,,,,,,
L9221570,622,1,2,-141.79577474632353,39.58088198529412,3.3690082684575007,4.853813753619002,147.21646631625114,272.0,,
L9221570,622,2,2,-41.70378692307692,140.35871253846153,2.1861175318454533,3.2319732856118972,146.42327010820335,13.0,,
L9221570,622,3,2,-41.345182333333334,-140.15897783333335,1.10324299380947,3.0752246747429726,146.129953019432,6.0,,
L9221570,622,4,1,38.048529499999994,140.34517994444445,7.79219077681801,7.5284533034139205,145.41134801228844,18.0,0.0,
L9221570,622,5,2,138.38281400000002,48.958496374999996,1.7428178032084956,2.4634213982729354,146.78807028454148,8.0,,
L9223800,731,0,0,,,,,,,,
L9223800,732,0,0,,,,,,,,
L9223800,732,1,2,-0.018929333333333354,3.7769848333333336,1.7938401843595,4.055211298126892,3.7770322676528028,6.0,,
L9223800,732,2,1,118.58307799999999,-32.642702285714286,5.562825051005485,9.461228985353015,122.99387139393514,7.0,1.0,24.500451454830287
L9272190,582,0,0,,,,,,,,
L9272190,583,0,0,,,,,,,,
L9231860,327,0,0,,,,,,,,
L9231860,327,1,2,-42.827641810975585,-118.1945973140244,2.953381099475518,2.1932410382121916,125.71463613006088,328.0,,
L9231860,327,2,2,40.86162314285714,44.61247928571429,1.0896629521814922,1.5997647212577786,60.49748386410103,7.0,,
L9231860,328,0,0,,,,,,,,
L9245240,632,0,0,,,,,,,,
L9245240,632,1,1,-67.47804515384615,16.741097846153846,0.16437632322202983,4.365242373294865,69.52374367709923,13.0,1.0,61.446635727527195
L9245240,738,0,0,,,,,,,,
L9245240,738,1,2,12.273269769230767,26.80333276923077,20.3263871661635,8.553688263028352,29.479684502491438,13.0,,
L9245240,776,0,0,,,,,,,,
L9245240,776,1,1,-113.852882625,30.536397124999997,18.454517245649498,17.564347157301615,117.8768443393262,8.0,1.0,21.65706168006106
L9245240,776,2,1,-78.23561645190559,-49.53661243738661,171.72321851776746,22.50315847064676,92.5996093586875,551.0,1.0,92.21795458000338
L9245240,776,3,2,-52.39809233333333,10.181866666666666,72.44683004475506,12.633320266728626,53.37818364266718,6.0,,
L9245240,776,4,2,-30.025953166666664,-47.956816,83.65366673817897,14.663637005672532,56.58103979624903,6.0,,
L9245240,776,5,2,-15.551059250000003,-43.59069649999999,197.471463042244,23.394307741954663,46.28157587152929,20.0,,
L9245240,776,6,2,7.253898107594936,81.65983544303796,318.4259039507973,30.565449564206805,81.98138668221836,158.0,,
L9245240,776,7,2,12.387383777777778,-126.23100144444444,0.338993607647016,7.638797524995476,126.83734861043607,9.0,,
L9245240,776,8,2,81.63925081353274,-61.759922234461136,9.999852719383515,10.389187795127441,102.36823368507241,1271.0,,
L9245240,800,0,0,,,,,,,,
L9245470,1,0,0,,,,,,,,
L9245470,1,1,2,-101.4023842,104.8782024,0.7025357025865168,1.41107095845674,145.8831068359177,10.0,,
L9245470,1,2,2,-44.44802619354839,-139.4007906774194,7.48079513895099,6.6719524286076854,146.31543826265246,31.0,,
L9245470,1,3,2,45.32248815873016,-139.55501092063488,11.595270175644066,8.268713656307128,146.73012303530845,63.0,,
L9245470,2,0,0,,,,,,,,
L9245470,2,1,1,-44.90345637037038,-139.51478792592593,8.606568658853506,6.773043324753286,146.5629436249895,27.0,0.0,
L9245470,2,2,2,45.44492914285714,-139.65646380952379,3.4432772270020706,5.998501262620856,146.86445951481977,21.0,,
L9243840,59,0,0,,,,,,,,
L9243840,139,0,0,,,,,,,,
L9243840,139,2,2,-3.871437228395063,48.90168717901236,236.17482619777306,20.70221360455903,49.05469432345273,162.0,,
L9243840,139,3,1,-12.26317044285714,-119.59458638571427,6.090989687975986,11.0425010346526,120.22167209817304,70.0,1.0,42.522786848235214
L9232790,51,0,0,,,,,,,,
L9232790,51,1,2,-59.37093610000001,-90.6574638,1.5976667476944884,3.712211939926114,108.36827855068381,20.0,,
L9232790,51,2,1,-0.4759532857142857,-4.305434428571428,0.6120502697609996,10.155141000165628,4.331662169296032,7.0,0.0,
L9232790,52,0,0,,,,,,,,
L9232790,53,0,0,,,,,,,,
L9232860,76,0,0,,,,,,,,
L9232860,76,1,1,-115.99130433333333,31.02766033333333,5.976572790538497,8.450610742119453,120.0695564525357,6.0,1.0,40.15761991717243
L9232860,76,2,1,-114.27523566666667,-32.532661499999996,8.950356805819972,10.154523881167915,118.81583880504228,6.0,0.0,
L9232860,76,3,2,51.064212999999995,3.9026245555555557,0.08917834298799932,7.915423560227973,51.21312651782738,9.0,,
L9232860,77,0,0,,,,,,,,
L9232860,77,1,2,49.94930585714287,101.51146428571428,0.005468673179489521,1.612540602009125,113.13492182805561,7.0,,
L9232820,101,0,0,,,,,,,,
L9232820,101,1,2,30.374288,34.035910625,3.3165539916820137,3.0821430274161536,45.61842372967234,8.0,,
L9232820,101,2,2,112.22391432352937,40.07801826470589,161.42206374301773,26.105535315007888,119.16565987783963,34.0,,
L9232820,101,3,2,119.71414250000002,-6.736689700000001,127.00426810992252,13.899867314846608,119.90353999204693,10.0,,
L9232820,102,0,0,,,,,,,,
L9232820,102,1,2,57.2759634,-34.28662906666666,0.09746966267298679,6.501989081662324,66.75409287941325,15.0,,
L9232820,102,2,2,118.31854071428573,13.784199803571436,332.0870752913257,29.613118331912577,119.11876947392828,56.0,,
L9243780,783,0,0,,,,,,,,
L9243780,784,0,0,,,,,,,,
L9243780,784,1,1,113.47784178260868,19.263787999999998,2.059799388725094,11.539529472469532,115.10132103389479,23.0,1.0,115.08120641940528
L9243720,808,0,0,,,,,,,,
L9243720,808,2,2,23.39149283333333,124.91224666666666,59.36576458583794,15.3197241852404,127.0835603226714,6.0,,
L9243720,809,0,0,,,,,,,,
L9243810,932,0,0,,,,,,,,
L9243810,932,3,2,22.504922230134195,-120.39153046646017,10.955536216546014,8.784927071946019,122.47690448668678,969.0,,
L9243810,932,4,2,117.05223028571427,30.770414571428574,2.4668389793070284,7.719003469600514,121.02909992128947,7.0,,
L9243810,933,0,0,,,,,,,,
L9243630,482,0,0,,,,,,,,
L9243630,482,1,1,88.09990166666667,-42.24163899999999,1.9092006496320104,11.059963005720816,97.70337117562862,9.0,1.0,10.301936065910722
L9243630,701,0,0,,,,,,,,
L9243310,776,0,0,,,,,,,,
L9243310,776,1,2,-52.56039125806453,2.441513741935484,0.615790961457011,3.5926795816707644,52.617066799213404,31.0,,
L9243310,777,0,0,,,,,,,,
L9243310,777,1,2,1.5451709999999999,-3.8845577777777773,41.68847208229849,9.961172789702074,4.180591172087366,9.0,,
L9232290,609,0,0,,,,,,,,
L9232290,610,0,0,,,,,,,,
L9232310,629,0,0,,,,,,,,
L9232310,629,2,2,-2.130325833333333,-6.6945473333333325,31.548367283473,11.212233752880467,7.025329327113982,6.0,,
L9232310,630,0,0,,,,,,,,
L9232310,630,1,2,19.422040416666665,-118.90638108333333,0.2643981453080014,2.133138721985988,120.48212778782388,12.0,,
L9232400,654,0,0,,,,,,,,
L9232400,655,0,0,,,,,,,,
L9232380,701,0,0,,,,,,,,
L9232380,702,0,0,,,,,,,,
L9232450,704,0,0,,,,,,,,
